1,6.3556E-5
2,5.2E-5
3,4.3111E-5
4,3.3333E-5
5,9.7778E-5
6,6.8E-5
7,8.1333E-5
8,7.5556E-5
9,7.9111E-5
10,9.2445E-5
11,8.7111E-5
12,8.7111E-5
13,8.8444E-5
14,9.0222E-5
15,1.08E-4
16,9.1111E-5
17,1.23111E-4
18,9.1555E-5
19,1.17333E-4
20,8.1778E-5
21,8.7556E-5
22,6.8444E-5
23,6.7555E-5
24,6.7112E-5
25,6.4888E-5
26,6.8E-5
27,8.6222E-5
28,9.1111E-5
29,8.0E-5
30,8.3555E-5
31,5.9112E-5
32,8.3556E-5
33,1.04889E-4
34,8.8889E-5
35,1.42222E-4
36,1.00445E-4
37,1.09777E-4
38,1.4E-4
39,1.26223E-4
40,1.11555E-4
41,5.8223E-5
42,6.1334E-5
43,5.7334E-5
44,1.17333E-4
45,1.09333E-4
46,1.00889E-4
47,1.00445E-4
48,1.31555E-4
49,1.12444E-4
50,7.1555E-5
51,5.1556E-5
52,1.00889E-4
53,7.6444E-5
54,1.32444E-4
55,9.7777E-5
56,1.36889E-4
57,8.8889E-5
58,1.06223E-4
59,9.2445E-5
60,1.14222E-4
61,1.31111E-4
62,1.18222E-4
63,8.8E-5
64,1.13778E-4
65,7.2889E-5
66,1.10223E-4
67,8.4E-5
68,8.4E-5
69,1.27556E-4
70,1.31111E-4
71,1.12889E-4
72,1.51111E-4
73,1.40889E-4
74,9.5556E-5
75,1.07556E-4
76,3.31556E-4
77,7.0222E-5
78,9.7777E-5
79,8.3556E-5
80,8.7556E-5
81,1.22666E-4
82,1.15111E-4
83,6.4E-5
84,9.2445E-5
85,6.6222E-5
86,1.05333E-4
87,6.9777E-5
88,8.8E-5
89,1.46666E-4
90,6.2667E-5
91,1.13778E-4
92,7.4222E-5
93,9.2889E-5
94,1.01334E-4
95,8.0E-5
96,6.4E-5
97,9.8222E-5
98,1.10666E-4
99,1.07556E-4
100,9.2889E-5
101,1.21334E-4
102,9.7778E-5
103,1.10223E-4
104,1.0E-4
105,5.9556E-5
106,6.3111E-5
107,1.22667E-4
108,1.0E-4
109,6.1778E-5
110,9.1111E-5
111,8.1778E-5
112,7.0667E-5
113,1.03112E-4
114,1.22667E-4
115,9.8222E-5
116,7.6E-5
117,7.7333E-5
118,5.9556E-5
119,7.2889E-5
120,8.7556E-5
121,1.13778E-4
122,9.5556E-5
123,1.05778E-4
124,8.2222E-5
125,1.28889E-4
126,1.18666E-4
127,8.1777E-5
128,9.0667E-5
129,1.00445E-4
130,1.02667E-4
131,8.8E-5
132,8.7555E-5
133,6.1334E-5
134,1.03556E-4
135,7.6889E-5
136,6.4E-5
137,7.5111E-5
138,7.0667E-5
139,9.1111E-5
140,5.5111E-5
141,1.30223E-4
142,8.4889E-5
143,1.04889E-4
144,1.01333E-4
145,1.72445E-4
146,3.2889E-5
147,3.3334E-5
148,3.2445E-5
149,3.8223E-5
150,3.6E-5
151,3.5555E-5
152,2.6667E-5
153,4.6222E-5
154,5.1111E-5
155,3.7334E-5
156,2.9333E-5
157,6.5333E-5
158,4.1333E-5
159,3.0667E-5
160,1.6889E-5
161,2.9333E-5
162,4.9333E-5
163,3.5556E-5
164,3.9556E-5
165,3.8666E-5
166,4.8889E-5
167,5.2E-5
168,3.6445E-5
169,4.4445E-5
170,4.0889E-5
171,3.2E-5
172,3.4223E-5
173,5.1111E-5
174,3.0666E-5
175,4.5778E-5
176,3.1555E-5
177,2.6223E-5
178,1.8666E-5
179,3.9556E-5
180,4.0889E-5
181,4.4889E-5
182,2.8E-5
183,3.7778E-5
184,3.6E-5
185,3.6888E-5
186,2.9777E-5
187,3.2E-5
188,2.9334E-5
189,3.2889E-5
190,3.5556E-5
191,3.4223E-5
192,3.1111E-5
193,4.0E-5
194,4.0889E-5
195,3.2E-5
196,2.9334E-5
197,4.0E-5
198,4.5778E-5
199,2.8445E-5
200,3.3778E-5
201,2.8889E-5
202,2.0445E-5
203,3.4667E-5
204,3.2889E-5
205,4.0E-5
206,4.0889E-5
207,2.7555E-5
208,4.4889E-5
209,4.0889E-5
210,2.4E-5
211,2.7556E-5
212,2.3556E-5
213,4.4E-5
214,3.1555E-5
215,3.0222E-5
216,2.5778E-5
217,4.3111E-5
218,4.1333E-5
219,3.8222E-5
220,2.3555E-5
221,2.3556E-5
222,3.2889E-5
223,4.6222E-5
224,2.0444E-5
225,3.7333E-5
226,3.6889E-5
227,1.8667E-5
228,3.4223E-5
229,3.3778E-5
230,2.0444E-5
231,2.8445E-5
232,2.9778E-5
233,1.9555E-5
234,3.9111E-5
235,3.0222E-5
236,2.9333E-5
237,3.6889E-5
238,2.5777E-5
239,3.3334E-5
240,2.7111E-5
241,3.1112E-5
242,2.8888E-5
243,2.4E-5
244,2.4889E-5
245,3.6445E-5
246,2.5777E-5
247,3.0222E-5
248,3.6888E-5
249,3.3334E-5
250,2.4E-5
251,3.3778E-5
252,3.1111E-5
253,2.9778E-5
254,2.8889E-5
255,3.6889E-5
256,4.4444E-5
257,4.0444E-5
258,4.0E-5
259,2.6666E-5
260,3.1556E-5
261,4.2667E-5
262,2.5333E-5
263,3.0222E-5
264,2.6667E-5
